English,Predicted_Spanish
"That, combined with the essential improvement of certain aspects of the internal situation in that country, in the area of minorities and democratic institutions, would round off the image of political maturity which FYROM has, in fact, presented in other respects and which has made our European family welcome closer relations with it.","'Eso, combinado con la mejora esencial de ciertos aspectos de la situación interna en ese país, en el ámbito de las minorías y las instituciones democráticas, completaría la imagen de madurez política que Macedonia del Norte, de hecho, ha presentado en otros aspectos y que ha hecho que nuestra familia europea acoja con beneplácito relaciones más estrechas con ella.'"
"I do not want to enter into this type of discussion because I think that it might, to use a French expression, préjuger the Portuguese Presidency' s views in the course of the negotiations in which it is involved on the Statute for Members.","No quiero entrar en este tipo de discusión porque creo que podría, para emplear una expresión francesa, prejuzgar las opiniones de la Presidencia Portuguesa en el curso de las negociaciones en las que está involucrada en el Estatuto de los Miembros."
"The fundamental question, it seems to me, that faces this Parliament, the Commission and the Council is: What is Europe?","La pregunta fundamental, me parece, que enfrenta a este Parlamento, la Comisión y el Consejo es: ¿Qué es Europa?"
"The reason she cannot do so is because, as some honourable Members have pointed out, she is in Hungary and Romania to see for herself the extent of the damage and how best we can help the Hungarian and Romanian authorities to tackle the crisis.","La razón por la que no puede hacerlo es porque, como algunos miembros honorables han señalado, ella se encuentra en Hungría y Rumania para ver por sí misma la magnitud del daño y cómo podemos ayudar mejor a las autoridades húngaras y rumanas a enfrentar la crisis."
"Mr President, all the reports and pictures reaching us bear witness to the scale of the tragedy afflicting Mozambique.","'Sr. Presidente, todos los informes y fotos que nos llegan dan fe de la magnitud de la tragedia que aflige a Mozambique.'"
"Mr Poettering, I do not doubt your concern for democracy but I believe that you are making a serious political mistake.","""Señor Poettering, no dudo de su preocupación por la democracia pero creo que está cometiendo un grave error político."""
Question No 45 by (H-0041/00):,'Pregunta No 45 de (H-0041/00):'
We need from the Commission material we can use to help us scrutinise spending.,"""Necesitamos de la Comisión materiales que podamos utilizar para ayudarnos a escudriñar el gasto."""
"I think, however, that instability is merely a symptom and that we should be looking at the underlying causes. I think that it is preferable to fight the causes rather than attempt to tackle the symptoms when this is probably not possible and when, as already stated, the measure concerned is pretty certainly at odds with the Treaty of Rome.","Creo, sin embargo, que la inestabilidad es simplemente un síntoma y que deberíamos estar investigando las causas subyacentes. Creo que es preferible combatir las causas en lugar de intentar abordar los síntomas cuando esto probablemente no sea posible y cuando, como ya se mencionó, la medida en cuestión está casi seguramente en conflicto con el Tratado de Roma."
"Thank you, Mr Blak.","'Gracias, Sr. Blak.'"
I wish to express that view even if I respectfully disagreed and voted against the proposal of the President of the Socialist Group.,'Deseo expresar esa opinión aunque respetuosamente esté en desacuerdo y haya votado en contra de la propuesta del Presidente del Grupo Socialista.'
"The proposals in this report are very welcome as an interim palliative, but Europe is a legal construction, its courts are central to its proper functioning.","Las propuestas en este informe son muy bienvenidas como un paliativo provisional, pero Europa es una construcción legal, sus tribunales son fundamentales para su correcto funcionamiento."
- (DE) I am making this statement on behalf of the CSU.,'- (DE) Estoy haciendo esta declaración en nombre de la CSU.'
I do not want to see a two-tier European Union built.,No quiero ver construida una Unión Europea de dos niveles.
The Commission would like to propose finding a solution to this problem which would then apply to all companies based in the European Union which employ staff from non-EU countries.,La Comisión desearía proponer encontrar una solución a este problema que luego se aplicaría a todas las empresas con sede en la Unión Europea que emplean personal de países no pertenecientes a la UE.
A system of this kind is not something the EU can introduce without society' s sustaining damage as a result.,"""Un sistema de este tipo no es algo que la UE pueda introducir sin que la sociedad sufra daños como resultado."""
"Both myself, as rapporteur, and the committee think we ought to say yes.","'Tanto yo, como ponente, como el comité pensamos que debemos decir que sí.'"
"I therefore call upon the Commission and the Council to find the information, the political will to provide genuine long-term solutions for fishing communities and not depend upon short-termism.","Por lo tanto, hago un llamado a la Comisión y al Consejo para encontrar la información, la voluntad política de proporcionar soluciones genuinas a largo plazo para las comunidades pesqueras y no depender del cortoplacismo."
"Today, Parliament is examining, for the last time, this text on 'end-of-life' vehicles and what is to be done with them: their destruction, a commendable intention with regard to our environment.","'Hoy, el Parlamento está examinando, por última vez, este texto sobre los vehículos al final de su vida útil y qué se debe hacer con ellos: su destrucción, una intención loable en relación con nuestro medio ambiente.'"
"Establishing a system of aids to this sector intended to ensure the survival of successful firms was therefore justifiable, even though Article 4(c), of the ECSC Treaty prohibited any sort of state aid to the steel industry.","""Establecer un sistema de ayudas a este sector destinado a garantizar la supervivencia de las empresas exitosas era, por lo tanto, justificable, a pesar de que el Artículo 4(c) del Tratado de la CECA prohibía cualquier tipo de ayuda estatal a la industria del acero."""
I find this question more and more worrying.,Encuentro esta pregunta cada vez más preocupante.
"Another, at least as important, lesson of our experience, however, is that it is better to prevent a crisis than to have to take emergency action subsequently.","""Otra lección de nuestra experiencia, al menos tan importante, es que es mejor prevenir una crisis que tener que tomar medidas de emergencia posteriormente."""
"So, for example, the island of Réunion is located on a trade axis between the countries of southern Africa and those of south-east Asia.","""Entonces, por ejemplo, la isla de Reunión está ubicada en un eje comercial entre los países del sur de África y los del sudeste asiático."""
"Lastly, but maybe most importantly, we are encouraging closer regional cooperation in a number of areas, bringing all the countries concerned together in a joint endeavour to address their common problems.","""Por último, pero quizás lo más importante, estamos fomentando una cooperación regional más estrecha en varias áreas, reuniendo a todos los países implicados en un esfuerzo conjunto para abordar sus problemas comunes."""
Your Commission consists of the only 20 people in the EU who can propose that the quantity of legislation should be reduced.,"""Su Comisión está compuesta por las únicas 20 personas en la UE que pueden proponer que la cantidad de legislación debería reducirse."""
"Projects have often remained half-finished, and their efficiency has been drained by administration and bureaucracy.",'Los proyectos a menudo han quedado a medio terminar y su eficiencia se ha visto mermada por la administración y la burocracia.'
"Mr President, Commissioner, if we manage this first step successfully, we will have gained a great deal.","""Señor Presidente, Comisionado, si logramos dar este primer paso con éxito, habremos ganado mucho."""
b) Sittings of 1 and 2 March 2000 in Brussels,'b) Sesiones del 1 y 2 de marzo de 2000 en Bruselas'
I would therefore urge my colleagues not to support Amendment No 38 of the Christian Democrats and Amendment No 45 of some of the socialists.,"Por lo tanto, instaría a mis colegas a no apoyar la Enmienda N.º 38 de los Demócratas Cristianos y la Enmienda N.º 45 de algunos de los socialistas."
Specific compensation should be provided for the fishermen and shellfish farmers who have suffered considerable loss of income and who face having to invest considerable sums in order to repair everything and regain consumer confidence.,"""Debería proporcionarse una compensación específica para los pescadores y cultivadores de mariscos que han sufrido una considerable pérdida de ingresos y que se enfrentan a la necesidad de invertir sumas considerables para reparar todo y recuperar la confianza del consumidor."""
Mrs Roth-Behrendt said that nothing had ever been done.,"""La Sra. Roth-Behrendt dijo que nunca se había hecho nada."""
If we see in the development of that nuclear power plant that there are concerns about safety we will discuss it with Turkey.,"""Si vemos en el desarrollo de esa planta nuclear que hay preocupaciones sobre la seguridad, lo discutiremos con Turquía."""
"So, Member States, we think that it is time that common foreign and security policy had a bridge between Council conclusions, between yards of communiqués and what we can actually deliver on the ground and I think that if we can achieve that the job of the High Representative will have been made a lot easier and the conditions of life for an awful lot of people around the world will have been made a lot better.","""Por lo tanto, Estados miembros, creemos que es momento de que la política exterior y de seguridad común cuente con un puente entre las conclusiones del Consejo, entre los patios de comunicados y lo que realmente podemos lograr en el terreno, y pienso que si logramos eso, el trabajo de la Alta Representante habrá sido mucho más sencillo y las condiciones de vida de muchas personas en todo el mundo habrán mejorado considerable"
The collection and management of the fisheries data is needed to conduct the common fisheries policy.,La recolección y gestión de los datos pesqueros son necesarios para realizar la política pesquera común.
"Above all, Madam President - and here I will end - we must be able to express this in plain language, clearly, by changing to some extent the jargon which we use, because we cannot ask the Europeans, who are living through profound changes, to take part and show enthusiasm towards us if we continue to use a form of language which they find completely inaccessible.","""Sobre todo, Señora Presidenta - y aquí terminaré - debemos ser capaces de expresarlo en lenguaje sencillo, claramente, cambiando en cierta medida el argot que utilizamos, porque no podemos pedir a los europeos, que están viviendo cambios profundos, que participen y muestren entusiasmo hacia nosotros si seguimos usando una forma de lenguaje que encuentran completamente inaccesible."""
"I would also like to know whether, in this context, it would not be possible to do something to induce the Iraqi Government to take a humanitarian step and to release some information regarding the 615 missing Kuwaitis, or to set them free if this is within their power.","""Me gustaría también saber si, en este contexto, no sería posible hacer algo para inducir al Gobierno Iraquí a tomar una medida humanitaria y liberar alguna información sobre los 615 kuwaitíes desaparecidos, o para liberarlos si esto está dentro de su poder."""
"It is already included now: ""indication of the particular characteristics due to the manufacturing products"".","Ya está incluido ahora: ""indicación de las características particulares debidas a los productos de fabricación""."
"Commissioner, I am quite familiar with the constraints imposed by the Treaties, but I believe that, it must be emphasised once again that the European economy is finding it hard to compete with the American economy, especially because of insufficiently open markets and a lack of genuine competition.","""Comisionado, estoy bastante familiarizado con las restricciones impuestas por los Tratados, pero creo que debe enfatizarse una vez más que la economía europea está teniendo dificultades para competir con la economía estadounidense, especialmente debido a mercados insuficientemente abiertos y a la falta de una competencia genuina."""
Is it true that the contents of all parts of the proposal will be approved?,"""¿Es verdad que el contenido de todas las partes de la propuesta será aprobado?"""
"As the Court of Justice recognised in 1996, the steel industry is particularly sensitive to competition-related disturbances.","Como reconoció el Tribunal de Justicia en 1996, la industria del acero es particularmente sensible a las perturbaciones relacionadas con la competencia."
"We need to pinpoint, and draw up an inventory of, the problem areas for coherence.","""Necesitamos identificar y elaborar un inventario de las áreas problemáticas para lograr coherencia."""
"As regards the volume of the next EDF, the EU has made its financial proposal.","""En lo que respecta al volumen del próximo FED, la UE ha presentado su propuesta financiera."""
Mr Rübig has the floor.,"""El Sr. Rübig tiene la palabra."""
"Nevertheless, despite these aspects, European citizens are disappointed and concerned: by unemployment which is not falling quickly enough; by a Europe trailing behind in technology, and seemingly falling even further behind, and in particular a scientific sector which is starting to lag a long way behind too; by the European institutions which appear distant and do not seem to be in step with the times, starting with the Commission itself.","""Sin embargo, a pesar de estos aspectos, los ciudadanos europeos están decepcionados y preocupados: por un desempleo que no está disminuyendo lo suficientemente rápido; por una Europa rezagada en tecnología, aparentemente aún más rezagada, y en particular por un sector científico que también comienza a quedarse rezagado; por las instituciones europeas que parecen distantes y no parecen estar a la"
Will you write to me before the next plenary with that information?,"""¿Me escribirás antes de la próxima sesión plenaria con esa información?"""
"""I would like to stress again that the Commission has accepted all the Ombudsman's recommendations contained in his draft recommendations of July 1999"".","""Me gustaría subrayar nuevamente que la Comisión ha aceptado todas las recomendaciones del Defensor del Pueblo contenidas en su borrador de recomendaciones de julio de 1999."""
"They must focus on service to people and commitment to achieving freedom for each individual, without forgetting, naturally, that all this cannot and must not conflict with the need to create business, to invest and risk, and in an ordered and focused system, entrepreneurs are able to make a substantial contribution to social growth solidarity.","""Deben centrarse en el servicio a las personas y en el compromiso de lograr la libertad para cada individuo, sin olvidar, por supuesto, que todo esto no puede ni debe entrar en conflicto con la necesidad de crear negocios, de invertir y arriesgar, y en un sistema ordenado y enfocado, los emprendedores pueden hacer una contribución sustancial al crecimiento social y la solidaridad."""
I have read a few documents written by Mr Kinnock and we have every confidence in them.,"""He leído algunos documentos escritos por el Sr. Kinnock y tenemos total confianza en ellos."""
"At the same time of course, we need to create the power to act in order to facilitate the enlargement of the European Union.","""Al mismo tiempo, por supuesto, necesitamos crear el poder de actuar para facilitar la ampliación de la Unión Europea."""
I can assure you that those countries awarding flags would then take great care to avoid having to accept liability.,"""Puedo asegurarte que aquellos países que otorgan banderas luego tomarían gran cuidado para evitar tener que aceptar responsabilidad."""
"In addition, experience from other fields where observatories have been set up shows that, apart from rather dubiously creating jobs, they are not of any great benefit.","""Además, la experiencia de otros campos donde se han establecido observatorios muestra que, aparte de crear trabajos de manera dudosa, no proporcionan ningún gran beneficio."""
"In the meantime, I should like to observe a minute' s silence, as a number of Members have requested, on behalf of all the victims concerned, particularly those of the terrible storms, in the various countries of the European Union.","""Entretanto, me gustaría observar un minuto de silencio, como han solicitado varios miembros, en nombre de todas las víctimas involucradas, especialmente las de las terribles tormentas, en los distintos países de la Unión Europea."""
"Madam President, it is remarkable that the European Parliament has not yet adopted a position on the possible release of Mr Pinochet, despite the fact that international arrest warrants have already been issued.","""Señora Presidenta, es notable que el Parlamento Europeo aún no haya adoptado una posición sobre la posible liberación del Sr. Pinochet, a pesar de que ya se han emitido órdenes de arresto internacionales."""
The Union can only impose sanctions in the field pertaining to administrative law when cases are exposed.,"""La Unión solo puede imponer sanciones en el campo relacionado con el derecho administrativo cuando los casos están expuestos."""
In the designation of local URBAN programmes we need to make good use of local indicators and statistics on deprivation and health to enable us to more effectively target the most affected areas.,"""En la designación de los programas URBAN locales, necesitamos hacer un buen uso de los indicadores locales y las estadísticas sobre privación y salud para poder dirigir de manera más efectiva las áreas más afectadas."""
"In principle, I am in favour of abolishing public sector monopolies, whether in water, gas, electricity, telephone, satellite, cable or any other services.","""En principio, estoy a favor de abolir los monopolios del sector público, ya sea en agua, gas, electricidad, teléfono, satélite, cable u otros servicios."""
The second aspect of this new model for development policies relates to the need for a more integrated approach to development.,El segundo aspecto de este nuevo modelo para las políticas de desarrollo se relaciona con la necesidad de un enfoque más integrado del desarrollo.
"Unfortunately, developments are not moving in that direction.","""Desafortunadamente, los acontecimientos no se están moviendo en esa dirección."""
"In this regard, too, the committee is prepared to go further than the Commission.","'En este sentido, también, el comité está preparado para ir más allá de la Comisión.'"
"Madam President, the presentation of the Prodi Commission' s political programme for the whole legislature was initially a proposal by the Group of the Party of European Socialists which was unanimously approved by the Conference of Presidents in September and which was also explicitly accepted by President Prodi, who reiterated his commitment in his inaugural speech.","""Señora Presidenta, la presentación del programa político de la Comisión Prodi para toda la legislatura fue inicialmente una propuesta del Grupo del Partido de los Socialistas Europeos que fue aprobada por unanimidad en la Conferencia de Presidentes en septiembre y también fue explícitamente aceptada por el Presidente Prodi, quien reiteró su compromiso en su discurso de inauguración."""
The vote will be taken later this evening.,El voto se llevará a cabo más tarde esta noche.
"We can no longer take care of these matters at the end of a product' s life-cycle. Instead, we should avoid creating so much waste.","""No podemos seguir ocupándonos de estos asuntos al final del ciclo de vida de un producto. En cambio, deberíamos evitar crear tanta basura."""
"Now that is not a contradiction, since the demand for an instrument of criminal law and criminal proceedings law, as detailed in Recommendations I and II of the report, is actually about taking action in the EU' s own interests, which, as far as that goes, does not damage the legal interests of the Member States; on the contrary, it protects them, at least indirectly.","""Ahora bien, esta no es una contradicción, ya que la demanda de un instrumento de derecho penal y derecho procesal penal, tal como se detalla en las Recomendaciones I y II del informe, se trata en realidad de tomar medidas en interés propio de la UE, lo cual, en esa medida, no perjudica los intereses jurídicos de los Estados miembros; al contrario, los protege, al menos de forma indirecta"
"But, obviously, as some speakers have said - and I thank all of you for your totally positive and relevant interventions - we cannot allow a situation where, within one, two or three years, we have to say once again that we have not done what we should have done.","""Pero, obviamente, como han dicho algunos oradores - y les agradezco a todos por sus intervenciones totalmente positivas y relevantes - no podemos permitir una situación en la que, en uno, dos o tres años, tengamos que decir una vez más que no hicimos lo que deberíamos haber hecho."""
"At a time when, Commissioner, after Seattle, we Europeans are fighting on the grounds of multifunctionality in rural development projects, why should we confine ourselves to a few limited criteria with resources that are far from sufficient?","'En un momento en el que, Comisario, después de Seattle, nosotros los europeos estamos luchando en base a la multifuncionalidad en los proyectos de desarrollo rural, ¿por qué deberíamos limitarnos a unos pocos criterios con recursos que están muy lejos de ser suficientes?'"
"Instead of 2004, it should, of course, be 1 July 2000.","""En lugar de 2004, debería ser, por supuesto, 1 de julio de 2000."""
Thank you for listening.,"""Gracias por escuchar."""
"In addition to the bilateral meetings with Syria, I hope that Israel will also enter into negotiations with Lebanon within the foreseeable future and that, in the framework of economic and regional cooperation, a multilateral approach will appear possible.","""Además de las reuniones bilaterales con Siria, espero que Israel también entre en negociaciones con Líbano en un futuro cercano y que, en el marco de la cooperación económica y regional, aparezca posible un enfoque multilateral."""
"Thank you, Commissioner.","""Gracias, Comisionado."""
"I also want to focus on the catastrophic effect the EU' s common agricultural policy has had on developing countries: dumping of beef in Sahel and South Africa, tomato purée in West Africa and milk powder in Jamaica.","""Además, quiero centrarme en el efecto catastrófico que la política agrícola común de la UE ha tenido en los países en desarrollo: el dumping de carne de vacuno en el Sahel y Sudáfrica, el puré de tomate en África Occidental y la leche en polvo en Jamaica."""
"Regarding this problem of partnership, I shall be extremely attentive to ensuring that the terms of the Structural Funds regulations are applied properly.","""En cuanto a este problema de asociación, estaré extremadamente atento para asegurar que los términos de las regulaciones de los Fondos Estructurales se apliquen correctamente."""
.,"In Spanish, ""."" is translated as ""."""
"Finally, the report specifically highlights actions in favour of ethnic or sociological minorities.","""Finalmente, el informe destaca específicamente acciones en favor de minorías étnicas o sociológicas."""
"However the Union should be seeking, beyond that, to improve the quality of both surface and groundwater.","Sin embargo, la Unión debería buscar, además de eso, mejorar la calidad tanto del agua superficial como subterránea."
"The vote adopted by our committee proves that it is not only the European Commission, ECOFIN and the Central Bank, but also the European Parliament which advocates and stands for an acutely neo-liberal economic and social policy which has already eroded the living and working conditions of workers and the wider working classes in the Member States of the European Union.","El voto adoptado por nuestro comité prueba que no solo es la Comisión Europea, el ECOFIN y el Banco Central, sino también el Parlamento Europeo, el que aboga y defiende una política económica y social marcadamente neoliberal que ya ha erosionado las condiciones de vida y trabajo de los trabajadores y las clases trabajadoras en general de los Estados miembros de la Unión Europea."
"This is important, but so is enforcement and there are, of course, a number of reasons why we need to pay particular attention to this.","""Esto es importante, pero también lo es la ejecución y, por supuesto, hay varias razones por las que necesitamos prestar especial atención a esto."""
"I can support the report, but there are a few points which are not completely to my taste.","Puedo respaldar el informe, pero hay algunos puntos que no son completamente de mi gusto."
"Mr President, I would welcome some action in this area.","""Señor Presidente, daría la bienvenida a alguna acción en esta área."""
"Allow me to say first that what we are talking about is an environmental catastrophe, which also impacts on the economy and threatens livelihoods.","'Permítanme decir primero que de lo que estamos hablando es de una catástrofe ambiental, que también impacta en la economía y amenaza los medios de vida.'"
We have achieved a compromise solution.,Hemos logrado una solución de compromiso.
"I think that this is an extremely important point: this sense of conditionality, which underlies the European Union' s position, is being maintained by the Council and will continue to be maintained.","""Pienso que este es un punto sumamente importante: este sentido de condicionalidad, que subyace en la posición de la Unión Europea, está siendo mantenido por el Consejo y seguirá siendo mantenido."""
I think that this work has been carried out extremely well.,"""Creo que este trabajo se ha llevado a cabo extremadamente bien."""
"It is all the more unacceptable for such a thing to occur twenty years after the Amoco Cadiz disaster, despite our saying at the time and many times since, ""Never again!""","""Es aún más inaceptable que ocurra algo así veinte años después del desastre del Amoco Cadiz, a pesar de haber dicho en ese momento y muchas veces desde entonces, ¡'Nunca más'!"""
"Therefore, whilst I welcome the strict basic conditions, I would also call for the controls that are to be implemented by the Member States to be made as effective and simple as possible.","""Por lo tanto, aunque celebro las estrictas condiciones básicas, también pediría que los controles que deben ser implementados por los Estados miembros se hagan lo más efectivos y simples posible."""
"We cannot carry on as we have done up until now, that is to say dealing with each detail on its own, often only after the harm has already been done.","""No podemos continuar como lo hemos hecho hasta ahora, es decir, ocupándonos de cada detalle por separado, a menudo solo después de que el daño ya haya sido hecho."""
This Community initiative succeeds the two forerunner programmes ADAPT and EMPLOYMENT and has a much smaller budget of around EUR 2.8 billion.,"'Esta iniciativa comunitaria sucede a los dos programas precursoras ADAPT y EMPLOYMENT y cuenta con un presupuesto mucho más reducido de alrededor de 2,8 mil millones de euros.'"
"We warn that this coalition, if it is formed today, unacceptably legitimises the extreme right, directly in contradiction with the principles of peace and reconciliation, which bring us together in this European Union.","""Advertimos que esta coalición, si se forma hoy, legitima de manera inaceptable a la extrema derecha, en contradicción directa con los principios de paz y reconciliación que nos unen en esta Unión Europea."""
